English,Santali
The ATP Chennai Open tournament is held in Chennai every January.,ᱮᱴᱤᱯᱤ ᱪᱮᱱᱱᱟᱭ ᱳᱯᱮᱱ ᱦᱮᱯᱲᱟᱣ ᱫᱚ ᱪᱮᱱᱱᱟᱭ ᱨᱮ ᱡᱚᱛᱚ ᱡᱟᱱᱩᱣᱟᱹᱨᱤ ᱨᱮᱜᱮ ᱦᱩᱭᱩᱜᱼᱟ ᱾
The cause of death was announced as cancer by his family.,ᱩᱱᱤ ᱨᱮᱱ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱯᱟᱦᱴᱟ ᱠᱷᱚᱱ ᱜᱚᱡ ᱨᱮᱭᱟᱜ ᱚᱡᱮ ᱫᱚ ᱠᱚᱨᱠᱚᱴ ᱟᱡᱟᱨ ᱢᱮᱱᱛᱮ ᱠᱚ ᱪᱷᱟᱹᱴᱭᱟᱹᱨ ᱞᱮᱫᱟ ᱾
"Among the marginalized groups, STs are at the bottom of the rankings, further emphasizing the lack of social development in the state.","ᱯᱚᱱᱚᱛ ᱨᱮ ᱥᱟᱶᱛᱟ ᱨᱮᱭᱟᱜ ᱩᱛᱷᱱᱟᱹᱣ ᱚᱵᱷᱟᱵᱽ ᱠᱟᱴᱩᱵᱛᱮ ᱩᱫᱩᱜ ᱠᱟᱛᱮᱫ, ᱛᱟᱭᱚᱢ ᱟᱠᱟᱱ ᱜᱟᱛᱟᱠ ᱠᱚ ᱢᱩᱫᱽᱨᱮ, ᱮᱥ ᱴᱤ ᱠᱚᱫᱚ ᱛᱷᱟᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱛᱟᱨ ᱥᱮᱫ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾"
"Five gods- Shiva, Vishnu, Durga, Sun and Ganesha are worshiped as one deity in a single Garbhagriha or sanctum sanctorum there.","ᱢᱚᱲᱮ ᱜᱚᱴᱟᱝ ᱵᱚᱸᱜᱟ ᱵᱩᱨᱩᱼ ᱥᱤᱵᱽ, ᱫᱩᱨᱜᱟ, ᱥᱩᱨᱡᱚ ᱟᱨ ᱜᱚᱱᱮᱥ ᱚᱸᱰᱮ ᱢᱤᱢᱤᱫ ᱠᱩᱠᱷᱤᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱵᱚᱸᱜᱟ ᱞᱮᱠᱟᱛᱮ ᱯᱩᱡᱟᱹ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"When the bond expires, the bond issuer pays you back the principal.","ᱵᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱢᱮᱭᱟᱫᱽ ᱪᱟᱵᱟ ᱞᱮᱱᱠᱷᱟᱱ, ᱵᱚᱱᱰ ᱮᱢᱚᱜᱤᱡ ᱟᱢᱟᱜ ᱟᱥᱚᱞᱮ ᱨᱩᱣᱟᱹᱲ ᱟᱢᱟ ᱾"
"The National Chambal Sanctuary is managed for conservation of gharial and mugger, river dolphin, smooth-coated otter and a number of turtle species.","ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱪᱚᱢᱵᱚᱞ ᱜᱟᱹᱦᱤᱨᱵᱤᱨ ᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱢᱚᱠᱚᱨ , ᱱᱟᱹᱭ ᱨᱮᱱ ᱰᱚᱞᱯᱷᱤᱱ, ᱞᱮᱸᱡᱮᱨ ᱦᱚᱲᱢᱚᱣᱟᱱ ᱳᱴᱟᱨ ᱟᱨ ᱠᱤᱪᱷᱩᱜᱟᱱ ᱦᱚᱨᱚ ᱞᱮᱠᱟᱱ ᱠᱚ ᱡᱚᱜᱟᱣ ᱡᱚᱛᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱪᱞᱟᱣᱚᱜᱼᱟ ᱾"
The game was invented in Sweden in the late 1960s.,ᱠᱷᱮᱹᱞ ᱫᱚ ᱑᱙᱖᱐ ᱜᱮᱞᱟᱝ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱫ ᱥᱩᱭᱰᱮᱱ ᱨᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱱᱟ ᱾
The world floorball championships are an annual event where teams from across the world gather to play in a tournament in order to win the world championship.,ᱡᱮᱜᱮᱫ ᱯᱷᱞᱳᱨᱵᱚᱞ ᱪᱮᱢᱯᱤᱭᱚᱱᱥᱤᱯ ᱦᱳᱭᱚᱜ ᱠᱟᱱᱟ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱟᱹᱣ ᱤᱵᱷᱮᱱᱴ ᱡᱟᱦᱟᱸ ᱨᱮ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱫᱚᱞᱠᱚ ᱡᱮᱜᱮᱫ ᱪᱮᱢᱯᱤᱭᱟᱱᱥᱤᱯ ᱡᱤᱛᱠᱟᱹᱨ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱨᱮ ᱠᱷᱮᱹᱞᱳᱰ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱢᱤᱫᱚᱜᱼᱟ ᱾
The members of the Assembly formally took the pledge of being in the service of the country.,ᱥᱚᱝᱥᱚᱫ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱟᱠᱷᱲᱟ ᱩᱰᱷᱟᱶ ᱛᱟᱞᱟᱛᱮ ᱫᱤᱥᱚᱢ ᱥᱮᱵᱟ ᱨᱮᱱᱟᱜ ᱠᱤᱨᱭᱟᱹ ᱠᱚ ᱦᱟᱛᱟᱶᱼᱟ ᱾
Cliffs are present in the Tirathgarh waterfall area and in the western portion of the national park along the Kanger River and Kolab River.,ᱛᱤᱨᱛᱷᱚᱜᱚᱲ ᱫᱟᱜ ᱫᱩᱱᱩᱞ ᱴᱚᱴᱷᱟ ᱟᱨ ᱠᱟᱝᱜᱮᱨ ᱱᱟᱹᱭ ᱟᱨ ᱠᱳᱞᱟᱵ ᱱᱟᱹᱭ ᱟᱲᱤ ᱡᱟᱹᱛᱭᱟᱹᱨᱤ ᱜᱟᱰᱟ ᱨᱮᱱᱟᱜ ᱯᱚᱪᱷᱤᱢ ᱦᱤᱸᱥ ᱨᱮ ᱪᱩᱲᱟᱹ ᱠᱚ ᱢᱮᱱᱟᱜᱼᱟ ᱾
The air routes connect the state with Delhi and Chandigarh.,ᱥᱮᱨᱢᱟ ᱰᱟᱦᱟᱨ ᱠᱚ ᱯᱚᱱᱚᱛ ᱫᱚ ᱫᱤᱞᱞᱤ ᱟᱨ ᱪᱚᱱᱰᱤᱜᱚᱲ ᱥᱟᱶ ᱥᱮᱞᱮᱫᱟᱭ ᱾
"She then starred in the blockbuster film Maine Pyar Kiya as Salman Khan's mother and then in Saajan, also a superhit success at the box office.",ᱱᱚᱶᱟ ᱯᱚᱨᱮ ᱩᱱᱤᱫᱚ ᱵᱞᱚᱠ ᱵᱟᱥᱴᱟᱨ ᱪᱤᱛᱟᱹᱨ ᱢᱮᱭᱱᱮ ᱯᱮᱭᱟᱨ ᱠᱤᱭᱟ ᱨᱮ ᱥᱚᱞᱢᱚᱱ ᱠᱷᱟᱱ ᱟᱜ ᱟᱭᱳᱣᱟᱜ ᱪᱩᱨᱤᱛ ᱨᱮ ᱟᱨ ᱤᱱᱟᱹ ᱯᱚᱨᱮ ᱥᱟᱡᱚᱱ ᱨᱮᱦᱚᱸ ᱚᱵᱷᱤᱱᱚᱭᱮ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱚᱠᱥ ᱚᱯᱷᱤᱥ ᱨᱮ ᱥᱩᱯᱟᱨᱦᱤᱴ ᱞᱮᱱ ᱛᱟᱦᱮᱸᱫ ᱾
He stopped wearing footwear from the day Gandhi died and never wore them again.,ᱜᱟᱱᱫᱷᱤ ᱜᱚᱡ ᱛᱟᱭᱚᱢ ᱫᱤᱱ ᱠᱷᱚᱱ ᱩᱱᱤᱫᱚ ᱯᱟᱱᱟᱦᱤ ᱦᱚᱨᱚᱜ ᱵᱟᱹᱜᱤ ᱠᱮᱫᱟᱭ ᱟᱨ ᱛᱤᱥ ᱨᱮᱦᱚᱸ ᱟᱫᱚ ᱯᱟᱱᱟᱦᱤ ᱵᱟᱝᱮ ᱦᱚᱨᱚᱜ ᱟᱠᱟᱫᱟ ᱾
"Kim, 35, was found at 12 noon Wednesday, half a mile away from the Rogue River.",ᱥᱟᱹᱜᱩᱱ ᱢᱟᱦᱟ ᱛᱤᱠᱤᱱ ᱑᱒ ᱴᱟᱲᱟᱝ ᱥᱮᱫ ᱓᱕ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨᱟᱱ ᱠᱤᱢ ᱫᱚ ᱨᱳᱜ ᱱᱟᱹᱭ ᱠᱷᱚᱱ ᱟᱫᱷᱟ ᱢᱟᱭᱤᱞ ᱥᱟᱹᱜᱤᱧ ᱨᱮᱭ ᱧᱟᱢ ᱞᱮᱱᱟ ᱾
The Zanskar gets frozen during winter and the famous Chadar trek takes place on this magnificent frozen river.,ᱡᱟᱱᱥᱠᱟᱨ ᱨᱟᱵᱟᱝ ᱫᱤᱱ ᱨᱮ ᱨᱮᱭᱟᱲᱚᱜᱼᱟ ᱟᱨ ᱧᱩᱛᱩᱢᱟᱱ ᱪᱟᱫᱚᱨ ᱴᱨᱮᱹᱠ ᱱᱚᱶᱟ ᱱᱟᱯᱟᱭ ᱨᱟᱵᱟᱝ ᱱᱟᱹᱭ ᱪᱮᱛᱟᱱᱨᱮ ᱦᱳᱭᱳᱜᱼᱟ ᱾
Gujarat records highest decadal agricultural growth rate of 10.97%.,ᱜᱩᱡᱨᱟᱴ ᱜᱮᱞ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱑᱐ᱹ᱙᱗ ᱪᱟᱥ ᱵᱟᱹᱲᱛᱤ ᱨᱮᱭᱟᱜ ᱦᱟᱨ ᱮ ᱨᱮᱠᱚᱨᱰ ᱞᱮᱫᱟ ᱾
"The subjugation, colonization and tax imposition by the British East India Company resulted in spontaneous resistance from the local people.",ᱵᱨᱤᱴᱤᱥ ᱤᱥᱴ ᱤᱱᱰᱤᱭᱟ ᱠᱳᱯᱟᱱᱤ ᱦᱚᱛᱮᱛᱮ ᱮᱴᱟᱜ ᱦᱚᱲᱟᱜ ᱛᱟᱹᱨᱤ ᱩᱯᱚᱱᱤᱵᱮᱥ ᱮᱥᱛᱟᱯᱚᱱ ᱟᱨ ᱠᱚᱨ ᱟᱨᱳᱯ ᱴᱚᱴᱷᱟ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱠᱷᱚᱱ ᱥᱚᱛᱚᱥᱚᱯᱷᱩᱨᱛᱚ ᱯᱨᱚᱛᱤᱨᱳᱫ ᱞᱟᱹᱜᱤᱫ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾
This area is also mentioned in Ramayana and Mahabharata.,ᱨᱟᱢᱟᱭᱚᱱ ᱟᱨ ᱢᱚᱦᱟᱵᱷᱟᱨᱚᱛ ᱨᱮᱦᱚᱸ ᱱᱚᱣᱟ ᱴᱚᱴᱷᱟ ᱫᱚ ᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾
It was recognised as the international governing body for the sport by the Olympic Movement in 1990.,ᱱᱚᱶᱟ ᱫᱚ ᱑᱙᱙᱐ ᱥᱟᱞ ᱨᱮ ᱚᱞᱤᱢᱯᱤᱠ ᱢᱩᱵᱷᱢᱮᱱᱴ ᱫᱟᱨᱟᱭᱛᱮ ᱠᱷᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱧᱮᱞ ᱥᱟᱢᱴᱟᱣ ᱜᱟᱶᱛᱟ ᱞᱮᱠᱟᱛᱮ ᱢᱟᱱᱟᱣ ᱦᱩᱭᱞᱮᱱᱟ ᱾
The reason for this is the extreme poverty in rural areas.,ᱟᱹᱛᱩ ᱚᱲᱟᱜ ᱨᱮᱱᱟᱜ ᱟᱹᱰᱤ ᱛᱮᱫ ᱨᱮᱸᱜᱮᱡ ᱦᱟᱞᱚᱛ ᱱᱚᱶᱟ ᱨᱮᱱᱟᱜ ᱚᱡᱮ ᱾
Avari is a member of the Avari-Madan family of Darjeeling and Calcutta.,ᱟᱵᱷᱚᱨᱤ ᱫᱚ ᱫᱟᱨᱡᱤᱞᱤᱝ ᱟᱨ ᱠᱳᱞᱠᱟᱛᱟ ᱨᱮᱱ ᱟᱵᱷᱚᱨᱤᱼᱢᱚᱫᱚᱱ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱨᱮᱱ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱾
"Vrishadhvaja and also his heir-son were dead, and his grandchildren, Dharmadhvaja and Kushadhvaja were now worshiping Lakshmi to gain her favor.","ᱵᱨᱤᱥᱫᱷᱚᱡᱽ ᱟᱨ ᱩᱱᱤᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱦᱚᱯᱚᱱ ᱦᱚᱸᱭ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱟᱨ ᱩᱱᱤ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱠᱚᱲᱟ ᱠᱤᱱ, ᱫᱷᱚᱨᱢᱚᱫᱷᱚᱡᱽ ᱟᱨ ᱠᱩᱥᱫᱷᱚᱡᱽ ᱱᱤᱛᱚᱜ ᱞᱚᱠᱷᱤ ᱧᱟᱢ ᱟᱸᱥᱛᱮ ᱩᱱᱤᱭᱟᱜ ᱯᱩᱡᱟᱹ ᱠᱤᱱ ᱠᱚᱨᱟᱣᱟ᱾"
"After meetings with the Sri Lankan Buddhist monk Hammalawa Saddhatissa, Ambedkar organised a formal public ceremony for himself and his supporters in Nagpur on 14 October 1956.","ᱥᱨᱤᱞᱚᱝᱠᱟᱨᱮᱱ ᱵᱳᱫᱽᱫᱷᱚ ᱠᱚᱠᱚᱭ ᱡᱩᱜᱤ ᱦᱟᱢᱢᱟᱞᱟᱣᱟ ᱥᱟᱫᱽᱫᱟᱛᱤᱥᱟᱨ ᱥᱟᱶᱛᱮ ᱧᱟᱯᱟᱢ ᱛᱟᱭᱚᱢ, ᱟᱢᱵᱮᱫᱽᱠᱚᱨ ᱑᱔ ᱚᱠᱴᱚᱵᱚᱨ ᱑᱙᱕᱖ ᱨᱮ ᱱᱟᱜᱽᱯᱩᱨ ᱨᱮ ᱟᱡᱟᱜ ᱟᱨ ᱟᱡᱨᱮᱱ ᱥᱚᱢᱚᱨᱛᱷᱚᱠ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱡᱚᱢᱮᱞᱟᱭ ᱟᱠᱷᱲᱟᱭ ᱥᱟᱯᱲᱟᱣ ᱞᱮᱫᱟ ᱾"
Manipur is mentioned in historic texts as Kangleipak or Meeteileipak.,ᱢᱚᱱᱤᱯᱩᱨ ᱫᱚ ᱱᱟᱜᱟᱢᱤᱭᱟᱹ ᱯᱩᱛᱷᱤᱨᱮ ᱠᱟᱝᱞᱮᱭᱯᱟᱠ ᱵᱟᱝᱠᱷᱟᱱ ᱢᱤᱴᱮᱭᱞᱤᱯᱟᱠ ᱞᱮᱠᱟᱛᱮ ᱚᱞ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ ᱾
"During World War II, the islands were practically under Japanese control, only nominally under the authority of the Arzi Hukumate Azad Hind of Subhash Chandra Bose.","ᱫᱚᱥᱟᱨ ᱡᱮᱜᱮᱫ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱚᱠᱛᱮ, ᱰᱷᱤᱯ ᱠᱚᱫᱚ ᱡᱟᱯᱟᱱᱤ ᱥᱟᱢᱵᱲᱟᱣ ᱨᱮ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱮᱠᱷᱮᱱ ᱧᱩᱛᱩᱢ ᱞᱮᱠᱟ ᱥᱩᱵᱷᱟᱥ ᱪᱚᱱᱫᱚᱨᱚ ᱵᱚᱥᱩ ᱟᱜ ᱟᱨᱡᱤ ᱦᱚᱠᱩᱢ ᱛᱮ ᱟᱡᱟᱫᱽ ᱦᱤᱱᱫᱽ ᱜᱚᱵᱚᱞ ᱨᱮ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾"
"The principal languages of Lakshadweep are Malayalam, Jeseri (Dweep Bhasha) and Mahl.","ᱞᱟᱠᱠᱷᱟ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱢᱩᱬᱩᱫ ᱯᱟᱹᱨᱥᱤ ᱫᱚ ᱠᱟᱱᱟ ᱢᱟᱞᱟᱭᱚᱞᱟᱢ, ᱡᱮᱥᱤᱨᱤ (ᱰᱷᱤᱯ ᱯᱟᱹᱨᱥᱤ) ᱟᱨ ᱢᱟᱦᱚᱞ ᱾"
The dress of Krishna Nritya and Nadubhangi Nritya is yellow and blue keeping in line with the attire of Lord Krishna.,ᱪᱟᱸᱫᱳ ᱵᱚᱸᱜᱟ ᱠᱨᱤᱥᱱᱚᱣᱟᱜ ᱦᱚᱨᱚᱜ ᱵᱟᱸᱫᱮ ᱥᱟᱶ ᱥᱚᱢᱟᱱ ᱫᱚᱦᱚ ᱠᱟᱛᱮ ᱠᱨᱤᱥᱱᱚ ᱮᱱᱮᱡ ᱟᱨ ᱱᱟᱫᱩᱵᱷᱚᱝᱜᱤ ᱮᱱᱮᱡ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱚᱜᱼᱵᱟᱸᱫᱮ ᱥᱟᱥᱟᱝ ᱟᱨ ᱞᱤᱞ ᱦᱳᱭᱳᱜᱼᱟ ᱾
But it is conspicuous that Chhattisgarh always had a better female-to-male ratio compared with the national average.,ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱫᱚ ᱯᱩᱥᱴᱟᱣ ᱞᱮᱱᱟ ᱡᱮ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱡᱩᱲᱩ ᱛᱩᱞᱩᱡ ᱨᱮ ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮ ᱥᱟᱨᱟᱠᱷᱚᱱ ᱛᱤᱨᱞᱟᱹ ᱠᱚᱲᱟ ᱨᱮᱭᱟᱜ ᱯᱚᱲᱚᱱ ᱫᱚ ᱵᱷᱟᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
"The flooding was referred to in the Indian media as a ""Himalayan Tsunami"".",ᱱᱚᱶᱟ ᱵᱟᱱᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱜᱚᱱᱚᱢᱟᱫᱽᱫᱷᱚᱢ ᱨᱮ 'ᱦᱤᱢᱟᱞᱚᱭᱟᱱ ᱥᱩᱱᱟᱹᱢᱤ' ᱦᱤᱥᱟᱹᱵᱽᱛᱮ ᱠᱚ ᱚᱞᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ ᱾
Many organizations and shelters will do an initial heartworm test when a new animal arrives to their facility.,ᱡᱚᱠᱷᱮᱡ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱶᱟ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱠᱚᱣᱟᱜ ᱛᱟᱞᱢᱟᱨᱮ ᱦᱤᱡᱩᱜᱼᱟᱭ ᱩᱱᱫᱚ ᱟᱹᱭᱢᱟ ᱥᱮᱢᱞᱮᱫ ᱟᱨ ᱟᱥᱨᱟᱭ ᱛᱟᱞᱢᱟ ᱢᱤᱫᱴᱟᱝ ᱮᱛᱚᱦᱚᱵ ᱦᱟᱨᱴᱳᱣᱟᱨᱢ ᱵᱤᱰᱟᱹᱣᱟ ᱾
The Sports Development Authority of Tamil Nadu (SDAT) owns Nungambakkam tennis stadium which hosts Chennai Open and Davis Cup play-off tournaments.,ᱪᱮᱱᱱᱟᱭ ᱳᱯᱮᱱ ᱟᱨ ᱰᱮᱵᱷᱤᱥ ᱠᱟᱯ ᱯᱞᱮᱼᱚᱯᱷ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱠᱚᱨᱮᱱ ᱥᱟᱯᱲᱟᱣᱭᱤᱡ ᱱᱩᱝᱜᱚᱢᱵᱚᱠᱠᱚᱢ ᱴᱮᱱᱤᱥ ᱥᱴᱮᱰᱤᱭᱟᱢ ᱛᱟᱢᱤᱞᱱᱟᱲᱩ ᱠᱷᱮᱞ ᱩᱛᱱᱟᱹᱣ ᱠᱚᱨᱛᱤᱯᱚᱠᱠᱷᱚ ( ᱮᱥᱰᱤᱴᱤ)ᱼ ᱨᱮᱱ ᱢᱟᱞᱤᱠᱟᱱᱟᱫᱷᱤᱱ ᱾
It is the headquarters of the Mirik subdivision.,ᱱᱚᱟᱶ ᱫᱚ ᱢᱤᱨᱤᱠ ᱢᱚᱦᱚᱠᱩᱢᱟ ᱨᱮᱭᱟᱜ ᱥᱚᱫᱚᱨ ᱫᱚᱯᱛᱚᱨ ᱾
"The recently established Kaziranga National Orchid and Biodiversity Park boasts more than 500 of the estimated 1,314 orchid species found in India.","ᱦᱟᱹᱞᱤ ᱨᱮ ᱛᱷᱟᱹᱯᱤᱛ ᱞᱮᱱ ᱠᱟᱡᱤ ᱨᱟᱝᱜᱟ ᱨᱟᱥᱴᱨᱤᱭᱚ ᱚᱨᱠᱤᱰ ᱟᱨ ᱡᱤᱶᱤ ᱵᱳᱭᱪᱤᱛᱟᱹᱨ ᱯᱟᱨᱠ ᱨᱮ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱧᱟᱢ ᱞᱮᱱ ᱟᱹᱭᱩᱢᱟᱹᱱ ᱑,᱓᱑᱔ ᱚᱨᱠᱤᱰ ᱮᱴᱟᱜᱡᱟᱹᱛ ᱠᱷᱚᱱ ᱦᱚᱸ ᱕᱐᱐ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱚᱰᱮᱸ ᱢᱮᱱᱟᱜ ᱛᱮᱭ ᱜᱚᱨᱚᱵ ᱟᱠᱟᱱᱟ ᱾"
The Delhi division of Punjab province formed the bulk of Haryana.,ᱯᱟᱧᱡᱟᱵᱽ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱤᱞᱞᱤ ᱛᱷᱚᱱᱚᱛ ᱦᱚᱨᱤᱭᱟᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱸᱜᱮ ᱦᱟᱹᱴᱤᱧᱮ ᱛᱮᱭᱟᱨ ᱞᱮᱫᱟ ᱾
"The tenth and the last guru of Sikhism, Guru Gobind Singh, was born in Patna in 1666.","ᱥᱤᱠᱷ ᱫᱷᱚᱨᱚᱢ ᱨᱮᱱ ᱜᱮᱞᱟᱱ ᱟᱨ ᱢᱩᱪᱟᱹᱫ ᱜᱩᱨᱩ, ᱜᱩᱨᱩ ᱜᱳᱵᱤᱱᱫᱚ ᱥᱤᱝᱦᱚ, ᱑᱖᱖᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱯᱟᱴᱱᱟ ᱨᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾"
The Alvarado score is the most known scoring system.,ᱟᱞᱵᱷᱟᱨᱟᱰᱳ ᱥᱠᱳᱨ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱧᱩᱛᱩᱢᱟᱱ ᱥᱠᱳᱨᱤᱝ ᱵᱚᱱᱫᱷᱮᱡᱽ ᱾
Assam is remarkably rich in Orchid species and the Foxtail orchid is the state flower of Assam.,ᱚᱥᱚᱢ ᱚᱨᱠᱤᱰ ᱯᱨᱚᱡᱟᱛᱤ ᱚᱥᱟᱸᱵᱷᱮᱲ ᱨᱩᱯ ᱛᱮ ᱯᱮᱨᱮᱡ ᱟᱨ ᱯᱷᱠᱥᱴᱮᱹᱞ ᱚᱨᱠᱤᱰ ᱟᱥᱟᱢ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱦᱟ ᱠᱟᱱᱟ᱾
Nagaland's schools are run by the state and central government or by a private organisation.,ᱱᱟᱜᱟᱞᱮᱸᱱᱰ ᱨᱮᱭᱟᱜ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱠᱚ ᱯᱚᱱᱚᱛ ᱟᱨ ᱛᱟᱞᱢᱟ ᱥᱚᱨᱠᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱡᱟᱦᱟᱱ ᱵᱮᱥᱚᱨᱠᱟᱹᱨᱤ ᱥᱮᱢᱞᱮᱫ ᱠᱚ ᱫᱟᱨᱟᱭᱛᱮ ᱥᱟᱹᱦᱤᱡᱩᱦᱤᱜᱼᱟ ᱾
"For this reason, touch the fake $100 as little as possible.",ᱱᱚᱶᱟ ᱚᱡᱮᱛᱮ ᱡᱟᱞ ᱑᱐᱐ ᱰᱚᱞᱟᱨ ᱫᱚ ᱡᱟᱸᱦᱟ ᱛᱤᱱᱟᱹᱜ ᱠᱚᱢ ᱡᱚᱴᱮᱫ ᱢᱮ ᱾
"The gymnosperm diversity of the country is 64 species, of which Tamil Nadu has four indigenous species and about 60 introduced species.","ᱫᱤᱥᱚᱢ ᱨᱮ ᱡᱤᱢᱱᱳᱥᱯᱨᱟᱢ ᱵᱷᱮᱱᱮᱜᱟᱨ ᱫᱚ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟᱠᱚ ᱖᱔ ᱜᱚᱴᱟᱝ ᱡᱤᱵᱽ ᱡᱤᱭᱟᱹᱞᱤ, ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱢᱩᱫᱽ ᱨᱮ ᱛᱟᱢᱤᱞᱱᱟᱲᱩ ᱨᱮ ᱯᱳᱱᱭᱟ ᱫᱤᱥᱚᱢ ᱨᱮᱱ ᱜᱮ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱨ ᱞᱟᱹᱭ ᱜᱟᱱᱚᱜᱼᱟ ᱖᱐ ᱜᱚᱴᱟᱝ ᱜᱮ ᱟᱹᱨᱩ ᱯᱷᱮᱨᱟᱣ ᱟᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱶᱟ ᱾"
Her performance earned her her first nomination for an award in the Best Supporting Actress category at the 60th Filmfare Awards South.,ᱩᱱᱤᱭᱟᱜ ᱚᱵᱷᱤᱱᱚᱭ ᱖᱐ ᱟᱱᱟᱜ ᱯᱷᱤᱞᱤᱢ ᱯᱷᱮᱭᱟᱨ ᱮᱣᱟᱨᱰᱥ ᱧᱩᱢᱢᱟᱱ ᱡᱚᱜ ᱚᱵᱷᱤᱱᱚᱭ ᱛᱷᱚᱱᱚᱛ ᱨᱮ ᱥᱤᱨᱯᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱮᱦᱚᱵ ᱵᱟᱪᱷᱟᱶ ᱞᱮᱫᱟᱭ ᱾
"She also appeared in Tamil, Malayalam and Telugu language films.","ᱩᱱᱤ ᱫᱚ ᱛᱟᱢᱤᱞ, ᱢᱟᱞᱟᱭᱟᱞᱟ ᱟᱨ ᱛᱮᱞᱜᱩ ᱯᱟᱹᱨᱥᱤ ᱨᱮᱭᱟᱜ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ ᱨᱮᱦᱚᱸᱭ ᱯᱟᱴ ᱟᱠᱟᱫᱟ ᱾"
