Hindi,Santali
"प्रमुख मलयालम पत्रिकाओं में मातृभूमि अझचप्पथिप्पु, वनिता, इंडिया टुडे मलयालम, मध्यमम वीकली, गृहलक्ष्मी, धनम, चित्रभूमि और भाषापोषिनी शामिल हैं।","ᱢᱩᱬᱩᱫ ᱢᱟᱞᱟᱭᱟᱞᱚᱢ ᱥᱟᱢᱚᱭᱤᱠ ᱯᱟᱛᱷᱟᱢ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱢᱟᱛᱨᱤ ᱵᱷᱩᱢᱤ ᱟᱨᱞᱪᱚᱯᱫᱤᱯᱚᱯᱩ ᱵᱷᱚᱱᱤᱛᱷᱟ , ᱤᱱᱰᱤᱭᱟ ᱴᱩᱰᱮ ᱢᱟᱞᱚᱭᱟᱞᱚᱢ, ᱢᱚᱫᱫᱷᱚᱢᱚᱢᱚ ᱩᱭᱠᱞᱤ, ᱜᱨᱤᱦᱚᱞᱚᱠᱠᱷᱤ, ᱫᱷᱟᱱᱚᱢ, ᱪᱤᱛᱨᱚᱵᱷᱩᱢᱤ ᱟᱨ ᱵᱷᱟᱥᱟ ᱯᱳᱥᱤᱱᱤ ᱾"
"पठार के पश्चिमी भाग में कम ऊंचाई वाले गारो पहाड़ी क्षेत्र शामिल हैं, जो वर्ष के अधिकांश समय उच्च तापमान का अनुभव करते हैं।","ᱢᱟᱞᱵᱷᱩᱢᱤ ᱯᱚᱪᱷᱤᱢ ᱯᱟᱦᱟᱴᱟ ᱨᱮ, ᱜᱟᱨᱳ ᱯᱚᱨᱯᱚᱛᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱞᱟᱛᱟᱨ ᱪᱮᱛᱟᱱ ᱥᱚᱦᱚᱸ, ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟᱜᱟᱱ ᱚᱠᱛᱚ ᱨᱮ ᱩᱥᱩᱞ ᱞᱚᱞᱚᱥᱚᱝ ᱧᱮᱞ ᱧᱟᱢᱚᱜᱼᱟ ᱾"
हालाँकि हाल ही में मार्च 2013 में मेघालय उच्च न्यायालय को गुवाहाटी उच्च न्यायालय से अलग कर दिया गया था और अब राज्य का अपना उच्च न्यायालय है।,"ᱢᱮᱱᱠᱷᱟᱱ ᱱᱮᱦᱟᱹᱞᱤ ᱒᱐᱑᱓ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱪ ᱪᱟᱸᱫᱚ ᱨᱮ, ᱢᱮᱜᱷᱟᱞᱚᱭ ᱦᱟᱭᱠᱳᱨᱴ ᱨᱮ ᱜᱳᱶᱦᱟᱹᱴᱤ ᱦᱟᱭᱠᱳᱴ ᱠᱷᱚᱱ ᱵᱷᱮᱜᱟᱨ ᱞᱮᱫᱮᱭᱟᱠᱚ ᱟᱨ ᱱᱤᱛᱚᱜ ᱦᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱤᱧᱟᱜ ᱦᱟᱭᱠᱳᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
विकिन्यूज़ ने भी दावे पर गहराई से नज़र डाली और आगे की जाँच की।,ᱣᱤᱠᱤᱱᱤᱭᱩᱡᱽ ᱫᱟᱹᱵᱤ ᱫᱚ ᱟᱨᱦᱚᱸ ᱜᱟᱹᱦᱤᱨᱥᱟᱹᱦᱤᱡᱽ ᱧᱮᱞ ᱟᱠᱟᱫᱟ ᱟᱨᱮ ᱠᱷᱚᱸᱡ ᱟᱠᱟᱫᱟ ᱾
"क्योंकि, जैसा कि शंकर ने समझाया, बजाए जाने वाले सभी संगीत का 90 प्रतिशत तात्कालिक था।","ᱚᱡᱮ, ᱥᱚᱝᱠᱚᱨ ᱡᱟᱸᱦᱟ ᱞᱮᱠᱟᱭ ᱵᱤᱪᱷᱱᱟᱹᱣ ᱟᱠᱟᱫᱟ, ᱨᱩ ᱨᱮᱭᱟᱜ ᱥᱟᱱᱟᱢ ᱥᱮᱨᱮᱧ ᱨᱮ ᱙᱐ ᱥᱟᱭ ᱠᱟᱲᱟ ᱤᱢᱯᱨᱳᱵᱷᱟᱭᱤᱡ ᱠᱚᱨᱟᱶ ᱦᱳᱭ ᱞᱮᱱᱟ ᱾"
राज्य में कुल 12 शहर हैं।,ᱯᱚᱱᱚᱛ ᱨᱮ ᱜᱩᱴ ᱑᱒ ᱜᱚᱴᱟᱝ ᱥᱟᱦᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"लेखा परीक्षक एक रिपोर्ट प्रस्तुत करेगा, जिसे कंपनी हाउस में दाखिल किया जाना चाहिए।","ᱧᱮᱞᱥᱟᱢᱴᱟᱣᱤᱡ ᱢᱤᱫᱴᱮᱱ ᱨᱮᱛᱮᱫ ᱵᱮᱱᱟᱣ ᱟᱭ, ᱡᱟᱦᱟᱸ ᱠᱳᱢᱯᱟᱱᱤ ᱚᱲᱟᱜ ᱨᱮ ᱥᱟᱢᱟᱝ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"इसके बाद उन्होंने अपने आसपास जमा हुए लगभग 500,000 समर्थकों का धर्म परिवर्तन किया।","ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱩᱱᱤ ᱫᱚ ᱟᱡ ᱥᱩᱨᱼᱥᱩᱯᱩᱨ ᱡᱟᱣᱨᱟ ᱟᱠᱟᱱ ᱢᱚᱴᱟᱢᱚᱴᱤ ᱕᱐᱐,᱐᱐᱐ ᱥᱚᱢᱚᱨᱛᱷᱚᱠ ᱠᱚ ᱵᱚᱫᱚᱞ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱞᱟᱦᱟ ᱥᱮᱱ ᱞᱮᱱᱟ᱾"
हाल ही में मधुर भंडारकर की फिल्म हीरोइन में एक फिल्म स्टार के रूप में उनकी दोस्ताना उपस्थिति थी।,ᱩᱱᱤᱫᱚ ᱱᱤᱭᱟᱹ ᱜᱷᱟᱹᱲᱤ ᱢᱚᱫᱷᱩᱨ ᱵᱷᱟᱱᱫᱟᱨ ᱨᱮ ᱯᱟᱴᱚᱠᱤᱭᱟ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱢᱤᱫᱦᱚᱲ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱞᱮᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱵᱷᱟᱞᱮᱭᱟᱱᱟᱜ ᱥᱮᱞᱮᱫ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟᱭ ᱾
त्योहार के अन्य नाम रथ जात्रा या रथ उत्सव हैं।,ᱯᱟᱨᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱮᱴᱟᱜ ᱧᱩᱛᱩᱢ ᱨᱚᱛᱷ ᱡᱟᱛᱨᱟ ᱥᱮ ᱨᱚᱛᱷ ᱩᱛᱥᱚᱵᱽ ᱠᱟᱱᱟ ᱾
"जब खेल शुरू होता है, तो प्रत्येक अन्य सदस्य केवल बगल में/क्षैतिज रूप से आगे बढ़ सकते हैं।","ᱜᱮᱢ ᱮᱦᱚᱵᱚᱜ ᱛᱟᱭᱚᱢ, ᱮᱴᱟᱜ ᱠᱷᱮᱞᱳᱸᱰᱤᱭᱟᱹ ᱠᱚᱫᱚ ᱥᱟᱱᱟᱢ ᱜᱮ ᱮᱠᱷᱮᱱ ᱢᱤᱫ ᱥᱮᱫ ᱚᱪᱚᱜ/ ᱥᱚᱢᱟᱱ ᱛᱮ ᱥᱚᱨᱟᱣᱚᱜᱼᱟ ᱾"
"आपको निश्चित ब्याज का भुगतान मिलता है, आमतौर पर प्रति वर्ष दो बार जब तक कि बांड की अवधि समाप्त नहीं हो जाती।",ᱵᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱢᱮᱭᱟᱫ ᱢᱩᱪᱟᱹᱫ ᱫᱷᱟᱹᱵᱤᱡ ᱛᱮ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ ᱥᱮᱨᱢᱟᱨᱮ ᱵᱟᱨᱫᱷᱟᱣ ᱥᱩᱫ ᱛᱮ ᱟᱢ ᱴᱟᱠᱟᱢ ᱧᱟᱢᱟ ᱾
मोबाइल कनेक्शन लैंडलाइन कनेक्शन से काफी अधिक हैं।,ᱢᱳᱵᱟᱭᱤᱞ ᱛᱮ ᱡᱚᱲᱟᱣ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱷᱟ ᱞᱮᱱᱰᱞᱟᱭᱤᱱ ᱡᱚᱲᱟᱣ ᱠᱷᱚᱱ ᱟᱭᱢᱟ ᱰᱷᱮᱨᱟ ᱾
ए. टी. पी. चेन्नई ओपन प्रतियोगिता प्रत्येक जनवरी में चेन्नई में आयोजित की जाती है।,ᱮᱴᱤᱯᱤ ᱪᱮᱱᱱᱟᱭ ᱳᱯᱮᱱ ᱦᱮᱯᱲᱟᱣ ᱫᱚ ᱪᱮᱱᱱᱟᱭ ᱨᱮ ᱡᱚᱛᱚ ᱡᱟᱱᱩᱣᱟᱹᱨᱤ ᱨᱮᱜᱮ ᱦᱩᱭᱩᱜᱼᱟ ᱾
उनके परिवार ने मौत का कारण कैंसर बताया।,ᱩᱱᱤ ᱨᱮᱱ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱯᱟᱦᱴᱟ ᱠᱷᱚᱱ ᱜᱚᱡ ᱨᱮᱭᱟᱜ ᱚᱡᱮ ᱫᱚ ᱠᱚᱨᱠᱚᱴ ᱟᱡᱟᱨ ᱢᱮᱱᱛᱮ ᱠᱚ ᱪᱷᱟᱹᱴᱭᱟᱹᱨ ᱞᱮᱫᱟ ᱾
"हाशिए पर पड़े समूहों में, अनुसूचित जनजाति रैंकिंग में सबसे नीचे हैं, जो राज्य में सामाजिक विकास की कमी पर जोर देते हैं।","ᱯᱚᱱᱚᱛ ᱨᱮ ᱥᱟᱶᱛᱟ ᱨᱮᱭᱟᱜ ᱩᱛᱷᱱᱟᱹᱣ ᱚᱵᱷᱟᱵᱽ ᱠᱟᱴᱩᱵᱛᱮ ᱩᱫᱩᱜ ᱠᱟᱛᱮᱫ, ᱛᱟᱭᱚᱢ ᱟᱠᱟᱱ ᱜᱟᱛᱟᱠ ᱠᱚ ᱢᱩᱫᱽᱨᱮ, ᱮᱥ ᱴᱤ ᱠᱚᱫᱚ ᱛᱷᱟᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱛᱟᱨ ᱥᱮᱫ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾"
"पाँच देवता-शिव, विष्णु, दुर्गा, सूर्य और गणेश की पूजा एक ही गर्भगृह या गर्भगृह में एक देवता के रूप में की जाती है।","ᱢᱚᱲᱮ ᱜᱚᱴᱟᱝ ᱵᱚᱸᱜᱟ ᱵᱩᱨᱩᱼ ᱥᱤᱵᱽ, ᱫᱩᱨᱜᱟ, ᱥᱩᱨᱡᱚ ᱟᱨ ᱜᱚᱱᱮᱥ ᱚᱸᱰᱮ ᱢᱤᱢᱤᱫ ᱠᱩᱠᱷᱤᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱵᱚᱸᱜᱟ ᱞᱮᱠᱟᱛᱮ ᱯᱩᱡᱟᱹ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"जब बॉन्ड की अवधि समाप्त हो जाती है, तो बॉन्ड जारीकर्ता आपको मूलधन वापस करता है।","ᱵᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱢᱮᱭᱟᱫᱽ ᱪᱟᱵᱟ ᱞᱮᱱᱠᱷᱟᱱ, ᱵᱚᱱᱰ ᱮᱢᱚᱜᱤᱡ ᱟᱢᱟᱜ ᱟᱥᱚᱞᱮ ᱨᱩᱣᱟᱹᱲ ᱟᱢᱟ ᱾"
"राष्ट्रीय चंबल अभयारण्य का प्रबंधन घडियाल और मगर, नदी डॉल्फिन, चिकनी परत वाले ऊदबिलाव और कई कछुओं की प्रजातियों के संरक्षण के लिए किया जाता है।","ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱪᱚᱢᱵᱚᱞ ᱜᱟᱹᱦᱤᱨᱵᱤᱨ ᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱢᱚᱠᱚᱨ , ᱱᱟᱹᱭ ᱨᱮᱱ ᱰᱚᱞᱯᱷᱤᱱ, ᱞᱮᱸᱡᱮᱨ ᱦᱚᱲᱢᱚᱣᱟᱱ ᱳᱴᱟᱨ ᱟᱨ ᱠᱤᱪᱷᱩᱜᱟᱱ ᱦᱚᱨᱚ ᱞᱮᱠᱟᱱ ᱠᱚ ᱡᱚᱜᱟᱣ ᱡᱚᱛᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱪᱞᱟᱣᱚᱜᱼᱟ ᱾"
इस खेल का आविष्कार स्वीडन में 1960 के दशक के अंत में किया गया था।,ᱠᱷᱮᱹᱞ ᱫᱚ ᱑᱙᱖᱐ ᱜᱮᱞᱟᱝ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱫ ᱥᱩᱭᱰᱮᱱ ᱨᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱱᱟ ᱾
विश्व फ्लोरबॉल चैंपियनशिप एक वार्षिक कार्यक्रम है जहाँ दुनिया भर की टीमें विश्व चैंपियनशिप जीतने के लिए एक टूर्नामेंट में खेलने के लिए इकट्ठा होती हैं।,ᱡᱮᱜᱮᱫ ᱯᱷᱞᱳᱨᱵᱚᱞ ᱪᱮᱢᱯᱤᱭᱚᱱᱥᱤᱯ ᱦᱳᱭᱚᱜ ᱠᱟᱱᱟ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱟᱹᱣ ᱤᱵᱷᱮᱱᱴ ᱡᱟᱦᱟᱸ ᱨᱮ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱫᱚᱞᱠᱚ ᱡᱮᱜᱮᱫ ᱪᱮᱢᱯᱤᱭᱟᱱᱥᱤᱯ ᱡᱤᱛᱠᱟᱹᱨ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱨᱮ ᱠᱷᱮᱹᱞᱳᱰ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱢᱤᱫᱚᱜᱼᱟ ᱾
विधानसभा के सदस्यों ने औपचारिक रूप से देश की सेवा में रहने की शपथ ली।,ᱥᱚᱝᱥᱚᱫ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱟᱠᱷᱲᱟ ᱩᱰᱷᱟᱶ ᱛᱟᱞᱟᱛᱮ ᱫᱤᱥᱚᱢ ᱥᱮᱵᱟ ᱨᱮᱱᱟᱜ ᱠᱤᱨᱭᱟᱹ ᱠᱚ ᱦᱟᱛᱟᱶᱼᱟ ᱾
तीरथगढ़ झरना क्षेत्र और राष्ट्रीय उद्यान के पश्चिमी भाग में कांगेर नदी और कोलाब नदी के किनारे चट्टानें मौजूद हैं।,ᱛᱤᱨᱛᱷᱚᱜᱚᱲ ᱫᱟᱜ ᱫᱩᱱᱩᱞ ᱴᱚᱴᱷᱟ ᱟᱨ ᱠᱟᱝᱜᱮᱨ ᱱᱟᱹᱭ ᱟᱨ ᱠᱳᱞᱟᱵ ᱱᱟᱹᱭ ᱟᱲᱤ ᱡᱟᱹᱛᱭᱟᱹᱨᱤ ᱜᱟᱰᱟ ᱨᱮᱱᱟᱜ ᱯᱚᱪᱷᱤᱢ ᱦᱤᱸᱥ ᱨᱮ ᱪᱩᱲᱟᱹ ᱠᱚ ᱢᱮᱱᱟᱜᱼᱟ ᱾
हवाई मार्ग राज्य को दिल्ली और चंडीगढ़ से जोड़ते हैं।,ᱥᱮᱨᱢᱟ ᱰᱟᱦᱟᱨ ᱠᱚ ᱯᱚᱱᱚᱛ ᱫᱚ ᱫᱤᱞᱞᱤ ᱟᱨ ᱪᱚᱱᱰᱤᱜᱚᱲ ᱥᱟᱶ ᱥᱮᱞᱮᱫᱟᱭ ᱾
"बिनि उनाव बिथाङा ब्लकबस्टर सावथुन मैंने प्यार किया आव सलमान खाननि बिमानि महरै फाव खालामदोंमोन आरो उनाव साजनआव, जाय बक्स अफिसआव मोनसे सुपारहिट जाफुंसारनायमोन।",ᱱᱚᱶᱟ ᱯᱚᱨᱮ ᱩᱱᱤᱫᱚ ᱵᱞᱚᱠ ᱵᱟᱥᱴᱟᱨ ᱪᱤᱛᱟᱹᱨ ᱢᱮᱭᱱᱮ ᱯᱮᱭᱟᱨ ᱠᱤᱭᱟ ᱨᱮ ᱥᱚᱞᱢᱚᱱ ᱠᱷᱟᱱ ᱟᱜ ᱟᱭᱳᱣᱟᱜ ᱪᱩᱨᱤᱛ ᱨᱮ ᱟᱨ ᱤᱱᱟᱹ ᱯᱚᱨᱮ ᱥᱟᱡᱚᱱ ᱨᱮᱦᱚᱸ ᱚᱵᱷᱤᱱᱚᱭᱮ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱚᱠᱥ ᱚᱯᱷᱤᱥ ᱨᱮ ᱥᱩᱯᱟᱨᱦᱤᱴ ᱞᱮᱱ ᱛᱟᱦᱮᱸᱫ ᱾
"जिस दिन से गाँधी की मृत्यु हुई, उन्होंने जूते पहनना बंद कर दिया और उन्हें फिर कभी नहीं पहना।",ᱜᱟᱱᱫᱷᱤ ᱜᱚᱡ ᱛᱟᱭᱚᱢ ᱫᱤᱱ ᱠᱷᱚᱱ ᱩᱱᱤᱫᱚ ᱯᱟᱱᱟᱦᱤ ᱦᱚᱨᱚᱜ ᱵᱟᱹᱜᱤ ᱠᱮᱫᱟᱭ ᱟᱨ ᱛᱤᱥ ᱨᱮᱦᱚᱸ ᱟᱫᱚ ᱯᱟᱱᱟᱦᱤ ᱵᱟᱝᱮ ᱦᱚᱨᱚᱜ ᱟᱠᱟᱫᱟ ᱾
35 वर्षीय किम बुधवार दोपहर 12 बजे रोग नदी से आधा मील दूर पाया गया।,ᱥᱟᱹᱜᱩᱱ ᱢᱟᱦᱟ ᱛᱤᱠᱤᱱ ᱑᱒ ᱴᱟᱲᱟᱝ ᱥᱮᱫ ᱓᱕ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨᱟᱱ ᱠᱤᱢ ᱫᱚ ᱨᱳᱜ ᱱᱟᱹᱭ ᱠᱷᱚᱱ ᱟᱫᱷᱟ ᱢᱟᱭᱤᱞ ᱥᱟᱹᱜᱤᱧ ᱨᱮᱭ ᱧᱟᱢ ᱞᱮᱱᱟ ᱾
ज़ांस्कर सर्दियों में जम जाता है और प्रसिद्ध चादर ट्रेक इस शानदार जमी हुई नदी पर होता है।,ᱡᱟᱱᱥᱠᱟᱨ ᱨᱟᱵᱟᱝ ᱫᱤᱱ ᱨᱮ ᱨᱮᱭᱟᱲᱚᱜᱼᱟ ᱟᱨ ᱧᱩᱛᱩᱢᱟᱱ ᱪᱟᱫᱚᱨ ᱴᱨᱮᱹᱠ ᱱᱚᱶᱟ ᱱᱟᱯᱟᱭ ᱨᱟᱵᱟᱝ ᱱᱟᱹᱭ ᱪᱮᱛᱟᱱᱨᱮ ᱦᱳᱭᱳᱜᱼᱟ ᱾
गुजरात ने सबसे अधिक दशक की कृषि विकास दर 10.97% दर्ज की।,ᱜᱩᱡᱨᱟᱴ ᱜᱮᱞ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱑᱐ᱹ᱙᱗ ᱪᱟᱥ ᱵᱟᱹᱲᱛᱤ ᱨᱮᱭᱟᱜ ᱦᱟᱨ ᱮ ᱨᱮᱠᱚᱨᱰ ᱞᱮᱫᱟ ᱾
"ब्रिटिश ईस्ट इंडिया कंपनी द्वारा अधीनता, उपनिवेशीकरण और कर लगाने के परिणामस्वरूप स्थानीय लोगों ने स्वतःस्फूर्त प्रतिरोध किया।",ᱵᱨᱤᱴᱤᱥ ᱤᱥᱴ ᱤᱱᱰᱤᱭᱟ ᱠᱳᱯᱟᱱᱤ ᱦᱚᱛᱮᱛᱮ ᱮᱴᱟᱜ ᱦᱚᱲᱟᱜ ᱛᱟᱹᱨᱤ ᱩᱯᱚᱱᱤᱵᱮᱥ ᱮᱥᱛᱟᱯᱚᱱ ᱟᱨ ᱠᱚᱨ ᱟᱨᱳᱯ ᱴᱚᱴᱷᱟ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱠᱷᱚᱱ ᱥᱚᱛᱚᱥᱚᱯᱷᱩᱨᱛᱚ ᱯᱨᱚᱛᱤᱨᱳᱫ ᱞᱟᱹᱜᱤᱫ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾
रामायण और महाभारत में भी इस क्षेत्र का उल्लेख है।,ᱨᱟᱢᱟᱭᱚᱱ ᱟᱨ ᱢᱚᱦᱟᱵᱷᱟᱨᱚᱛ ᱨᱮᱦᱚᱸ ᱱᱚᱣᱟ ᱴᱚᱴᱷᱟ ᱫᱚ ᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾
1990 में ओलंपिक आंदोलन द्वारा इसे खेल के लिए अंतर्राष्ट्रीय शासी निकाय के रूप में मान्यता दी गई थी।,ᱱᱚᱶᱟ ᱫᱚ ᱑᱙᱙᱐ ᱥᱟᱞ ᱨᱮ ᱚᱞᱤᱢᱯᱤᱠ ᱢᱩᱵᱷᱢᱮᱱᱴ ᱫᱟᱨᱟᱭᱛᱮ ᱠᱷᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱧᱮᱞ ᱥᱟᱢᱴᱟᱣ ᱜᱟᱶᱛᱟ ᱞᱮᱠᱟᱛᱮ ᱢᱟᱱᱟᱣ ᱦᱩᱭᱞᱮᱱᱟ ᱾
इसका कारण ग्रामीण क्षेत्रों में अत्यधिक गरीबी है।,ᱟᱹᱛᱩ ᱚᱲᱟᱜ ᱨᱮᱱᱟᱜ ᱟᱹᱰᱤ ᱛᱮᱫ ᱨᱮᱸᱜᱮᱡ ᱦᱟᱞᱚᱛ ᱱᱚᱶᱟ ᱨᱮᱱᱟᱜ ᱚᱡᱮ ᱾
अवारी दार्जिलिंग और कलकत्ता के अवारी-मदन परिवार के सदस्य हैं।,ᱟᱵᱷᱚᱨᱤ ᱫᱚ ᱫᱟᱨᱡᱤᱞᱤᱝ ᱟᱨ ᱠᱳᱞᱠᱟᱛᱟ ᱨᱮᱱ ᱟᱵᱷᱚᱨᱤᱼᱢᱚᱫᱚᱱ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱨᱮᱱ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱾
"वृषध्वज और उनके उत्तराधिकारी-पुत्र भी मर चुके थे, और उनके पोते, धर्मध्वज और कुशध्वज अब लक्ष्मी की कृपा प्राप्त करने के लिए उनकी पूजा कर रहे थे।","ᱵᱨᱤᱥᱫᱷᱚᱡᱽ ᱟᱨ ᱩᱱᱤᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱦᱚᱯᱚᱱ ᱦᱚᱸᱭ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱟᱨ ᱩᱱᱤ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱠᱚᱲᱟ ᱠᱤᱱ, ᱫᱷᱚᱨᱢᱚᱫᱷᱚᱡᱽ ᱟᱨ ᱠᱩᱥᱫᱷᱚᱡᱽ ᱱᱤᱛᱚᱜ ᱞᱚᱠᱷᱤ ᱧᱟᱢ ᱟᱸᱥᱛᱮ ᱩᱱᱤᱭᱟᱜ ᱯᱩᱡᱟᱹ ᱠᱤᱱ ᱠᱚᱨᱟᱣᱟ᱾"
"श्रीलंकाई बौद्ध भिक्षु हम्मालावा सद्धतिस्सा के साथ बैठक के बाद, अम्बेडकर ने 14 अक्टूबर 1956 को नागपुर में अपने और अपने समर्थकों के लिए एक औपचारिक सार्वजनिक समारोह का आयोजन किया।","ᱥᱨᱤᱞᱚᱝᱠᱟᱨᱮᱱ ᱵᱳᱫᱽᱫᱷᱚ ᱠᱚᱠᱚᱭ ᱡᱩᱜᱤ ᱦᱟᱢᱢᱟᱞᱟᱣᱟ ᱥᱟᱫᱽᱫᱟᱛᱤᱥᱟᱨ ᱥᱟᱶᱛᱮ ᱧᱟᱯᱟᱢ ᱛᱟᱭᱚᱢ, ᱟᱢᱵᱮᱫᱽᱠᱚᱨ ᱑᱔ ᱚᱠᱴᱚᱵᱚᱨ ᱑᱙᱕᱖ ᱨᱮ ᱱᱟᱜᱽᱯᱩᱨ ᱨᱮ ᱟᱡᱟᱜ ᱟᱨ ᱟᱡᱨᱮᱱ ᱥᱚᱢᱚᱨᱛᱷᱚᱠ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱡᱚᱢᱮᱞᱟᱭ ᱟᱠᱷᱲᱟᱭ ᱥᱟᱯᱲᱟᱣ ᱞᱮᱫᱟ ᱾"
मणिपुर का उल्लेख ऐतिहासिक ग्रंथों में कांगलीपाक या मीतेइलिपाक के रूप में किया गया है।,ᱢᱚᱱᱤᱯᱩᱨ ᱫᱚ ᱱᱟᱜᱟᱢᱤᱭᱟᱹ ᱯᱩᱛᱷᱤᱨᱮ ᱠᱟᱝᱞᱮᱭᱯᱟᱠ ᱵᱟᱝᱠᱷᱟᱱ ᱢᱤᱴᱮᱭᱞᱤᱯᱟᱠ ᱞᱮᱠᱟᱛᱮ ᱚᱞ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ ᱾
"द्वितीय विश्व युद्ध के दौरान, द्वीप व्यावहारिक रूप से जापानी नियंत्रण में थे, केवल नाममात्र के लिए सुभाष चंद्र बोस के अर्जी हुकुमते आजाद हिंद के अधिकार में थे।","ᱫᱚᱥᱟᱨ ᱡᱮᱜᱮᱫ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱚᱠᱛᱮ, ᱰᱷᱤᱯ ᱠᱚᱫᱚ ᱡᱟᱯᱟᱱᱤ ᱥᱟᱢᱵᱲᱟᱣ ᱨᱮ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱮᱠᱷᱮᱱ ᱧᱩᱛᱩᱢ ᱞᱮᱠᱟ ᱥᱩᱵᱷᱟᱥ ᱪᱚᱱᱫᱚᱨᱚ ᱵᱚᱥᱩ ᱟᱜ ᱟᱨᱡᱤ ᱦᱚᱠᱩᱢ ᱛᱮ ᱟᱡᱟᱫᱽ ᱦᱤᱱᱫᱽ ᱜᱚᱵᱚᱞ ᱨᱮ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾"
"लक्षद्वीप की प्रमुख भाषाएँ मलयालम, जेसेरी (द्वीप भाषा) और महल हैं।","ᱞᱟᱠᱠᱷᱟ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱢᱩᱬᱩᱫ ᱯᱟᱹᱨᱥᱤ ᱫᱚ ᱠᱟᱱᱟ ᱢᱟᱞᱟᱭᱚᱞᱟᱢ, ᱡᱮᱥᱤᱨᱤ (ᱰᱷᱤᱯ ᱯᱟᱹᱨᱥᱤ) ᱟᱨ ᱢᱟᱦᱚᱞ ᱾"
